# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.0988217938828932,-3.074153857783114,6.4533505114988445,6.542131789205419
-0.5916309694426295,-3.048372425112063,6.458323356034161,6.5376220097678575
-0.08558386434294463,-3.0242440242186164,6.464513654330282,6.534654045265837
0.41935779101188947,-3.001704878414728,6.4858985071355955,6.512534105353497
0.9232322650382142,-2.9806912109281503,6.507169302175954,6.4915408674875525
1.4260778263237266,-2.9611392448496643,6.528572217405911,6.471174146619314
1.9279327452964274,-2.942985203093041,6.55727494117638,6.442547164299094
2.4288352959317336,-2.9261653083791916,6.584623676552384,6.41527758791675
2.9288237571432814,-2.9106157832516946,6.610635840856548,6.38930847956301
3.4279364135296664,-2.896272850123319,6.6352668434910065,6.364599648996658
3.9262115552859127,-2.883072731344949,6.658738098962688,6.341054753232866
4.423687477293864,-2.8709516492824063,6.67804935160444,6.320819600637949
4.9204024776042665,-2.8598458263854534,6.688790896491908,6.309790801858472
5.416394855645192,-2.8496914852367805,6.6985795495513765,6.299711725608688
5.911702920173239,-2.8404248484025,6.704834239437611,6.295035637989235
6.406365467432643,-2.8319821306963604,6.701672666520086,6.298241498749605
6.900420275288763,-2.824299565030138,6.697772415068411,6.302200827373104
7.393905624983344,-2.817313374449484,6.693197810003017,6.306852246545056
7.886859797765453,-2.810959781985895,6.688013190129173,6.312134376673443
8.379321074891694,-2.805175010657648,6.678756994505202,6.321145078056292
8.8713277376259,-2.799895283470748,6.668024736919234,6.331897565627967
9.362918067238795,-2.795056823419875,6.656875307233446,6.343089804786209
9.854130345007896,-2.7905958534893385,6.645372816992249,6.354660720544434
10.345002852217,-2.7864485966540355,6.633025790771713,6.366947742426808
10.835573870155917,-2.7825512758804076,6.617850289688087,6.382099268218505
11.325881680119899,-2.7788401141273993,6.602513223454913,6.397441578717864
11.81596456340926,-2.7752513343474217,6.5870780742135535,6.412913470884357
12.305860801328834,-2.771721159487308,6.571608111874077,6.428453500221922
12.795608675187331,-2.7681858124892793,6.5550749273738615,6.445030828598108
13.285246466296961,-2.7645815162918956,6.53792595849248,6.46215168214033
13.774812455972643,-2.7608444938310255,6.5209305927189245,6.479154598768817
14.264344925531427,-2.7569109680407973,6.504151119064227,6.4959777097479146
14.753882156291905,-2.7527171618545614,6.487592747808339,6.512558875998831
15.243462429573533,-2.7481992982058485,6.470887550990191,6.529267203288322
15.733124026695986,-2.7432936000293267,6.454529357022334,6.545609445676831
