# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.10988217938828931,-0.3074153857783114,0.6453350511498844,0.6542131789205419
-0.05916309694426295,-0.3048372425112063,0.6458323356034161,0.6537622009767857
-0.008558386434294463,-0.30242440242186164,0.6464513654330282,0.6534654045265837
0.041935779101188946,-0.3001704878414728,0.6485898507135596,0.6512534105353497
0.09232322650382142,-0.298069121092815,0.6507169302175954,0.6491540867487553
0.14260778263237267,-0.29611392448496643,0.652857221740591,0.6471174146619314
0.19279327452964273,-0.2942985203093041,0.655727494117638,0.6442547164299094
0.24288352959317336,-0.29261653083791916,0.6584623676552384,0.641527758791675
0.2928823757143281,-0.29106157832516943,0.6610635840856548,0.6389308479563011
0.34279364135296664,-0.2896272850123319,0.6635266843491007,0.6364599648996658
0.3926211555285913,-0.2883072731344949,0.6658738098962689,0.6341054753232866
0.4423687477293864,-0.2870951649282406,0.667804935160444,0.6320819600637949
0.49204024776042665,-0.2859845826385453,0.6688790896491908,0.6309790801858471
0.5416394855645192,-0.28496914852367805,0.6698579549551377,0.6299711725608688
0.5911702920173239,-0.28404248484024996,0.6704834239437611,0.6295035637989235
0.6406365467432643,-0.28319821306963605,0.6701672666520085,0.6298241498749605
0.6900420275288763,-0.28242995650301383,0.6697772415068411,0.6302200827373104
0.7393905624983345,-0.2817313374449484,0.6693197810003018,0.6306852246545056
0.7886859797765453,-0.2810959781985895,0.6688013190129173,0.6312134376673443
0.8379321074891694,-0.2805175010657648,0.6678756994505202,0.6321145078056292
0.88713277376259,-0.2799895283470748,0.6668024736919234,0.6331897565627967
0.9362918067238795,-0.2795056823419875,0.6656875307233446,0.6343089804786209
0.9854130345007897,-0.2790595853489338,0.6645372816992249,0.6354660720544434
1.0345002852217,-0.27864485966540353,0.6633025790771713,0.6366947742426807
1.0835573870155917,-0.2782551275880408,0.6617850289688086,0.6382099268218505
1.1325881680119898,-0.27788401141273994,0.6602513223454913,0.6397441578717864
1.181596456340926,-0.27752513343474217,0.6587078074213554,0.6412913470884357
1.2305860801328834,-0.2771721159487308,0.6571608111874077,0.6428453500221922
1.279560867518733,-0.27681858124892794,0.6555074927373862,0.6445030828598108
1.328524646629696,-0.2764581516291896,0.653792595849248,0.646215168214033
1.3774812455972643,-0.27608444938310256,0.6520930592718924,0.6479154598768817
1.4264344925531427,-0.2756910968040797,0.6504151119064228,0.6495977709747914
1.4753882156291904,-0.27527171618545615,0.648759274780834,0.6512558875998831
1.5243462429573533,-0.27481992982058484,0.6470887550990191,0.6529267203288323
1.5733124026695986,-0.2743293600029327,0.6454529357022334,0.6545609445676831
1.6222905228978401,-0.27379362902617677,0.6438634802299492,0.6561521756026364
1.6712844317738913,-0.2732063591842995,0.642326546843547,0.6576908614126373
1.7202979570569452,-0.2725611727768232,0.6407930312023719,0.6592041512318473
1.7693349256572088,-0.271851692118677,0.6392323372780088,0.6607609842629032
1.818399167957153,-0.27107153947512597,0.6377424869962833,0.6622499524723966
1.8674945121410744,-0.2702143371389034,0.6363295411702619,0.6636647138569854
1.9166247863933497,-0.2692737074026428,0.6349995397688446,0.6649989108062123
1.9657938188984194,-0.26824327255890495,0.6337585041372433,0.6662461724610174
2.0150054378407667,-0.26711665490020614,0.6326124395824916,0.6674001172414087
2.064263471404919,-0.2658874767190453,0.631395316597359,0.6686076138937834
2.113571747775409,-0.264549360307932,0.6302192260711564,0.6697833545944121
2.162934095136787,-0.2630959279594139,0.6291560606570261,0.6708475118174594
2.212354341673576,-0.2615208019661044,0.6282117948701631,0.6717937421411299
2.2618363155702816,-0.25981760462071024,0.6273924052967299,0.6726157073475624
2.311383845011359,-0.2579799582160593,0.6267038753478609,0.6733070782169825
2.3610007581812003,-0.2560014850451282,0.6261430478103112,0.6738673022160063
2.4106908832641247,-0.2538758074010695,0.6256518025982943,0.6743607668407063
2.460458048444348,-0.25159654757724015,0.6253094609037728,0.6747047447240386
2.5103060819059855,-0.2491573278672281,0.6251220870230434,0.6748929853546134
2.5602388118330137,-0.24655177056488103,0.6250957802763667,0.6749192699343892
2.610260066409267,-0.24377349796433323,0.6252366813542657,0.6747774168130687
2.6603736738184165,-0.2408161323600336,0.6255509787958051,0.6744612873018928
2.7105834622439566,-0.2376732960467731,0.6260844836206095,0.6739279953367733
2.760893259869179,-0.23433861131971265,0.6268377083093495,0.6731716378702115
2.8113068948771653,-0.230805700474411,0.6277832483648718,0.6722229104079984
2.8618281954507685,-0.2270681858068517,0.6289275492445408,0.6710759136271174
2.9124591331261596,-0.22312410115109715,0.6302728320858523,0.6697291334148145
2.963194252853602,-0.2189891264920116,0.6318041628589882,0.6681983447038373
3.014026242936884,-0.21468335335204236,0.6335042565433469,0.6665036551022895
3.064947791679789,-0.2102268732534676,0.6355789729259608,0.6644213285439626
3.115951587386134,-0.2056397777183091,0.6377820507073627,0.6622124783865342
3.167030318359814,-0.20094215826824377,0.6400942172207313,0.6598987307285633
3.2181766729048173,-0.1961541064245184,0.6424961595288922,0.6575002707839467
3.26938333932527,-0.19129571370786064,0.6449685155334808,0.655037251756138
3.3206430059254575,-0.18638707163839352,0.6474918666632198,0.6525297853868726
3.3719483263397096,-0.18144827507733025,0.6496693362494732,0.6502236696295336
3.4232920060604757,-0.1764994138810095,0.6517112640286341,0.6481990493659464
3.474666764423179,-0.17156057652956827,0.6537338933761446,0.6461899619237946
3.52606528797397,-0.16665185468140398,0.6557161767092677,0.6442162601148176
3.577480263262349,-0.16179334001580678,0.6576512804546971,0.6422933414203513
3.628904376843506,-0.15700512422599916,0.659519616105014,0.6404540197546865
3.68033031527948,-0.15230729901237453,0.6607623187184161,0.639234150318027
3.7317507651394135,-0.14771995607588562,0.661800572927758,0.6382030070236661
3.783158412999096,-0.14326318711154187,0.6627132418484811,0.6373051957344613
3.8345459454400297,-0.13895708380196164,0.6634802087912381,0.6365515759190087
3.8859060490482054,-0.1348217378109303,0.664059422150529,0.6359543660434713
3.9372314104128026,-0.13087724077691412,0.6645293169064446,0.6354406586106155
3.988514716125025,-0.12714368430648154,0.6652284030901352,0.6347302356244148
4.039748652777242,-0.12364115996759484,0.6657023581214065,0.6342483161335802
4.090925906962689,-0.12038975928273951,0.6659224290457726,0.6340167229165695
4.142039165275878,-0.11740957372187075,0.6658678794184065,0.6340546562642557
4.193081114313971,-0.11472069469517351,0.6655291783257905,0.6343812740621781
4.244044440679331,-0.11234321354564786,0.6655716908641479,0.6341773063083828
4.2949218309834425,-0.11029722154155369,0.6662233005931345,0.6335090983367976
4.345705971852421,-0.10860280986877584,0.6665273396955232,0.6331904455211381
4.396389549934421,-0.10728006962319467,0.666463544891776,0.6332407720077012
4.446965251908973,-0.10634909180318786,0.666011676034869,0.6336715407720886
4.497425764498613,-0.10582996730241949,0.6651515278799308,0.6345110567895962
4.547763774482834,-0.10574278690311367,0.6655880462406822,0.6337935584439012
4.597971968714554,-0.10610764127005294,0.6665625064296662,0.6327909205730264
4.648043034139056,-0.10694462094557988,0.6670621858152358,0.6322638253428113
4.697969657815447,-0.10827381634592004,0.6670668056084212,0.6322325017171984
4.747744526940438,-0.11011531775917761,0.6665561681893926,0.632717260476014
4.797360328874185,-0.11248921534537737,0.6656674567971765,0.6337385083882087
4.846809725082903,-0.11541559744306226,0.6664347977945271,0.6332153966924493
4.896085407749847,-0.11891455336122604,0.667170148416986,0.6324959991789617
4.945180154504566,-0.1230061800801064,0.6672922212714486,0.6323840466751882
4.994086652142881,-0.1277105697450827,0.6675410954252207,0.6322103389104554
5.042797587375288,-0.1330478145053241,0.6685204097259866,0.6312172270154417
5.091305646853835,-0.13903800650613152,0.6688418228183688,0.6308993331847212
5.139603517195551,-0.14570123788233222,0.6685548440007605,0.6312781660216126
5.187683885002437,-0.15305760075262387,0.6687233244042963,0.630908742204354
5.235539436878145,-0.16112718721474711,0.6685591578786075,0.6309376088099005
5.283162859441613,-0.16993008934135373,0.667851195992007,0.6317318774324199
5.330546839337887,-0.17948639917644485,0.6668575445932154,0.632906246286957
5.377684063246372,-0.18981620873222577,0.6655851848690572,0.6338103879784048
5.424567217886822,-0.20093960998625468,0.6638987736415326,0.6355377530079749
5.471188990023326,-0.2128766948787447,0.6616907653019829,0.6381196156981774
5.517542066466543,-0.22564755530988695,0.6589758377810079,0.6407464744966782
5.56361913407443,-0.23927228313707272,0.6558251609121234,0.6439374208794106
5.609412879751679,-0.2537709701718764,0.6518988004306155,0.648049903880028
5.654915943772575,-0.2691636918689996,0.6467673232603859,0.6531352853272234
5.700120400776587,-0.2854703087980305,0.6404060505617832,0.6595332103948738
5.74501953691791,-0.3027111028900199,0.632933357301775,0.6669605256444793
5.789606033603717,-0.3209061571455508,0.6249572874128713,0.6754496220627787
5.833872571231861,-0.3400755530549241,0.6180652110584627,0.6850282276775146
5.877810109595378,-0.36023354835891735,0.6119615055518502,0.6956535135406221
5.921402729437332,-0.38137111102307436,0.6063662788756925,0.7054805835141887
